2023-04-03 13:56:18,31.7
2023-04-03 14:13:38,28.5
2023-04-03 14:18:15,31.7
2023-04-03 14:37:45,28.4
2023-04-03 14:38:18,31.5
2023-04-03 14:58:27,31.5
2023-04-03 15:01:53,28.4
2023-04-03 15:18:29,31.4
2023-04-03 15:26:00,28.2
2023-04-03 15:38:35,31.3
2023-04-03 15:50:09,28.1
2023-04-03 15:58:36,31.1
2023-04-03 16:14:15,28.1
2023-04-03 16:18:44,31.0
2023-04-03 16:38:22,28.0
2023-04-03 16:38:45,30.8
2023-04-03 16:58:53,30.8
2023-04-03 17:02:30,27.8
2023-04-03 17:18:54,30.6
2023-04-03 17:26:37,27.6
2023-04-03 17:39:03,30.3
2023-04-03 17:50:44,27.5
2023-04-03 17:59:03,30.1
2023-04-03 18:10:04,27.5
2023-04-03 18:19:12,29.9
2023-04-03 18:34:11,27.4
2023-04-03 18:39:13,29.7
2023-04-03 18:58:19,27.5
2023-04-03 18:59:22,29.6
2023-04-03 19:22:10,29.4
2023-04-03 19:22:26,27.4
2023-04-03 19:42:20,29.3
2023-04-03 19:46:33,27.5
2023-04-03 20:02:20,29.2
2023-04-03 20:10:41,27.4
2023-04-03 20:22:30,29.1
2023-04-03 20:34:48,27.4
2023-04-03 20:42:30,28.9
2023-04-03 20:58:55,27.4
2023-04-03 21:02:39,28.9
2023-04-03 21:22:40,28.7
2023-04-03 21:23:03,27.5
2023-04-03 21:42:49,28.6
2023-04-03 21:47:12,27.5
2023-04-03 22:02:50,28.5
2023-04-03 22:11:17,27.4
2023-04-03 22:23:00,28.5
2023-04-03 22:35:25,27.5
2023-04-03 22:43:00,28.4
2023-04-03 22:59:32,27.5
2023-04-03 23:03:11,28.3
2023-04-03 23:23:10,28.3
2023-04-03 23:23:39,27.5
2023-04-03 23:43:19,28.2
2023-04-03 23:47:47,27.4
2023-04-04 00:03:19,28.1
2023-04-04 00:11:54,27.5
2023-04-04 00:23:28,28.0
2023-04-04 00:36:01,27.4
2023-04-04 00:43:29,27.9
2023-04-04 01:00:08,27.3
2023-04-04 01:03:41,27.8
2023-04-04 01:23:39,27.8
2023-04-04 01:24:16,27.3
2023-04-04 01:43:47,27.7
2023-04-04 01:48:23,27.3
2023-04-04 02:03:48,27.6
2023-04-04 02:12:30,27.3
2023-04-04 02:23:57,27.5
2023-04-04 02:36:39,27.1
2023-04-04 02:43:58,27.5
2023-04-04 03:00:45,27.1
2023-04-04 03:04:06,27.4
2023-04-04 03:24:07,27.3
2023-04-04 03:24:52,27.0
2023-04-04 03:44:16,27.2
2023-04-04 03:49:00,27.0
2023-04-04 04:04:16,27.2
2023-04-04 04:13:07,26.9
2023-04-04 04:24:25,27.1
2023-04-04 04:37:14,26.9
2023-04-04 04:44:25,27.0
2023-04-04 05:01:23,27.0
2023-04-04 05:04:34,27.0
2023-04-04 05:24:34,26.9
2023-04-04 05:25:29,27.0
2023-04-04 05:44:43,26.9
